COVERAGE,YEAR,MONTH,PRODUCT_GROUP,PRODUCT,MEASUREMENT_UNIT,VOLUME,VALUE,INDEX,STATUS
National,2013,August,Non-Metallic Minerals,Diatomite,Tons,7995.0,27183.56,74.641,Final Figures.
National,2013,August,Non-Metallic Minerals,Sodium Sulfate,Tons,53250.0,120082.797,103.398,Final Figures.
National,2013,August,Non-Metallic Minerals,Magnesium Sulfate,Tons,3968.0,10558.388,110.599,Final Figures.
National,2013,September,Precious Metals,Gold,Kilograms,8112.9,4595810.925,193.301,Final Figures.
National,2013,September,Precious Metals,Silver,Kilograms,423105.0,4003619.174,190.3,Final Figures.
National,2013,September,Non-Ferrous Industrial Metals,Lead,Tons,18169.0,496460.773,216.459,Final Figures.
National,2013,September,Non-Ferrous Industrial Metals,Copper,Tons,33096.0,3101110.139,147.849,Final Figures.
National,2013,September,Non-Ferrous Industrial Metals,Zinc,Tons,38180.0,923392.846,115.317,Final Figures.
National,2013,September,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2013,September,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2013,September,Non-Ferrous Industrial Metals,Bismuth,Tons,80.0,17584.02,84.806,Final Figures.
National,2013,September,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2013,September,Non-Ferrous Industrial Metals,Cadmium,Tons,116.0,3011.442,89.806,Final Figures.
National,2013,September,Non-Ferrous Industrial Metals,Selenium,Tons,10.0,8496.074,285.714,Final Figures.
National,2013,September,Non-Ferrous Industrial Metals,Molybdenum,Tons,1057.0,284228.287,162.366,Final Figures.
National,2013,September,Steel Metals and Minerals,Non-Coking Coal,Tons,991000.0,393513.376,114.317,Final Figures.
National,2013,September,Steel Metals and Minerals,Coke,Tons,182643.0,869873.301,141.639,Final Figures.
National,2013,September,Steel Metals and Minerals,Iron Pellets,Tons,655440.0,655638.724,101.803,Final Figures.
National,2013,September,Steel Metals and Minerals,Manganese,Tons,11406.0,34323.956,80.557,Final Figures.
National,2013,September,Non-Metallic Minerals,Sulfur,Tons,86373.0,83819.015,99.555,Final Figures.
National,2013,September,Non-Metallic Minerals,Graphite,Tons,620.0,1655.92,102.919,Final Figures.
National,2013,September,Non-Metallic Minerals,Barite,Tons,10555.0,15832.995,90.429,Final Figures.
National,2013,September,Non-Metallic Minerals,Dolomite,Tons,721999.0,85887.557,702.11,Final Figures.
National,2013,September,Non-Metallic Minerals,Fluorite,Tons,102108.0,253265.62,115.851,Final Figures.
National,2013,September,Non-Metallic Minerals,Kaolin,Tons,30456.0,74198.459,429.502,Final Figures.
National,2013,September,Non-Metallic Minerals,Silica Sand,Tons,242500.0,120496.068,104.711,Final Figures.
National,2013,September,Non-Metallic Minerals,Gypsum,Tons,491042.0,51937.512,114.748,Final Figures.
National,2013,September,Non-Metallic Minerals,Phosphate Rock,Tons,169787.0,117966.14,210.242,Final Figures.
National,2013,September,Non-Metallic Minerals,Wollastonite,Tons,4960.0,11706.141,127.06,Final Figures.
National,2013,September,Non-Metallic Minerals,Celestite,Tons,7959.0,5483.727,322.433,Final Figures.
National,2013,September,Non-Metallic Minerals,Feldspar,Tons,13825.0,7988.168,37.237,Final Figures.
National,2013,September,Non-Metallic Minerals,Salt,Tons,744088.0,174568.998,101.366,Final Figures.
National,2013,September,Non-Metallic Minerals,Diatomite,Tons,6294.0,21439.063,58.76,Final Figures.
National,2013,September,Non-Metallic Minerals,Sodium Sulfate,Tons,53000.0,116377.029,102.913,Final Figures.
National,2013,September,Non-Metallic Minerals,Magnesium Sulfate,Tons,3695.0,9731.762,102.989,Final Figures.
National,2013,October,Precious Metals,Gold,Kilograms,7406.9,4076662.13,176.48,Final Figures.
National,2013,October,Precious Metals,Silver,Kilograms,420168.0,3867940.872,188.979,Final Figures.
National,2013,October,Non-Ferrous Industrial Metals,Lead,Tons,17115.0,470026.257,203.902,Final Figures.
National,2013,October,Non-Ferrous Industrial Metals,Copper,Tons,31796.0,2972978.398,142.042,Final Figures.
National,2013,October,Non-Ferrous Industrial Metals,Zinc,Tons,37349.0,914646.674,112.807,Final Figures.
National,2013,October,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2013,October,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2013,October,Non-Ferrous Industrial Metals,Bismuth,Tons,80.0,18810.791,84.806,Final Figures.
National,2013,October,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2013,October,Non-Ferrous Industrial Metals,Cadmium,Tons,134.0,3458.077,103.742,Final Figures.
National,2013,October,Non-Ferrous Industrial Metals,Selenium,Tons,11.0,9079.601,314.286,Final Figures.
National,2013,October,Non-Ferrous Industrial Metals,Molybdenum,Tons,1096.0,296969.728,168.356,Final Figures.
National,2013,October,Steel Metals and Minerals,Non-Coking Coal,Tons,1013388.0,401297.396,116.9,Final Figures.
National,2013,October,Steel Metals and Minerals,Coke,Tons,191106.0,934366.176,148.202,Final Figures.
National,2013,October,Steel Metals and Minerals,Iron Pellets,Tons,664013.0,662247.729,103.135,Final Figures.
National,2013,October,Steel Metals and Minerals,Manganese,Tons,18943.0,56667.232,133.788,Final Figures.
National,2013,October,Non-Metallic Minerals,Sulfur,Tons,88074.0,66396.487,101.516,Final Figures.
National,2013,October,Non-Metallic Minerals,Graphite,Tons,643.0,1689.257,106.737,Final Figures.
National,2013,October,Non-Metallic Minerals,Barite,Tons,10573.0,14432.384,90.583,Final Figures.
National,2013,October,Non-Metallic Minerals,Dolomite,Tons,726857.0,84782.781,706.834,Final Figures.
National,2013,October,Non-Metallic Minerals,Fluorite,Tons,96776.0,239841.896,109.801,Final Figures.
National,2013,October,Non-Metallic Minerals,Kaolin,Tons,30771.0,71920.373,433.944,Final Figures.
National,2013,October,Non-Metallic Minerals,Silica Sand,Tons,237906.0,117781.075,102.727,Final Figures.
National,2013,October,Non-Metallic Minerals,Gypsum,Tons,472995.0,52470.754,110.531,Final Figures.
National,2013,October,Non-Metallic Minerals,Phosphate Rock,Tons,182637.0,125278.389,226.154,Final Figures.
National,2013,October,Non-Metallic Minerals,Wollastonite,Tons,4635.0,11624.228,118.735,Final Figures.
National,2013,October,Non-Metallic Minerals,Celestite,Tons,5210.0,3513.457,211.066,Final Figures.
National,2013,October,Non-Metallic Minerals,Feldspar,Tons,13650.0,7998.886,36.766,Final Figures.
National,2013,October,Non-Metallic Minerals,Salt,Tons,917808.0,227944.041,125.032,Final Figures.
National,2013,October,Non-Metallic Minerals,Diatomite,Tons,7126.0,24624.948,66.528,Final Figures.
National,2013,October,Non-Metallic Minerals,Sodium Sulfate,Tons,52625.0,115146.605,102.184,Final Figures.
National,2013,October,Non-Metallic Minerals,Magnesium Sulfate,Tons,3949.0,11090.877,110.069,Final Figures.
National,2013,November,Precious Metals,Gold,Kilograms,7167.7,3852397.925,170.785,Final Figures.
National,2013,November,Precious Metals,Silver,Kilograms,372184.0,3250948.616,167.397,Final Figures.
National,2013,November,Non-Ferrous Industrial Metals,Lead,Tons,17412.0,475836.696,207.44,Final Figures.
National,2013,November,Non-Ferrous Industrial Metals,Copper,Tons,27165.0,2509719.363,121.354,Final Figures.
National,2013,November,Non-Ferrous Industrial Metals,Zinc,Tons,36815.0,899445.677,111.194,Final Figures.
National,2013,November,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2013,November,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2013,November,Non-Ferrous Industrial Metals,Bismuth,Tons,61.0,15147.417,64.664,Final Figures.
National,2013,November,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2013,November,Non-Ferrous Industrial Metals,Cadmium,Tons,119.0,3087.01,92.129,Final Figures.
National,2013,November,Non-Ferrous Industrial Metals,Selenium,Tons,18.0,13408.077,485.714,Final Figures.
National,2013,November,Non-Ferrous Industrial Metals,Molybdenum,Tons,1175.0,329202.507,180.492,Final Figures.
National,2013,November,Steel Metals and Minerals,Non-Coking Coal,Tons,1133138.0,449342.372,130.713,Final Figures.
National,2013,November,Steel Metals and Minerals,Coke,Tons,187140.0,963438.301,145.127,Final Figures.
National,2013,November,Steel Metals and Minerals,Iron Pellets,Tons,660698.0,665897.973,102.62,Final Figures.
National,2013,November,Steel Metals and Minerals,Manganese,Tons,21123.0,63520.279,149.184,Final Figures.
National,2013,November,Non-Metallic Minerals,Sulfur,Tons,83668.0,52653.147,96.438,Final Figures.
National,2013,November,Non-Metallic Minerals,Graphite,Tons,627.0,1657.043,104.081,Final Figures.
National,2013,November,Non-Metallic Minerals,Barite,Tons,9932.0,13557.76,85.091,Final Figures.
National,2013,November,Non-Metallic Minerals,Dolomite,Tons,728268.0,86660.251,708.206,Final Figures.
National,2013,November,Non-Metallic Minerals,Fluorite,Tons,97863.0,241757.036,111.035,Final Figures.
National,2013,November,Non-Metallic Minerals,Kaolin,Tons,31844.0,62264.803,449.062,Final Figures.
National,2013,November,Non-Metallic Minerals,Silica Sand,Tons,236526.0,117097.873,102.132,Final Figures.
National,2013,November,Non-Metallic Minerals,Gypsum,Tons,456444.0,46679.615,106.663,Final Figures.
National,2013,November,Non-Metallic Minerals,Phosphate Rock,Tons,183383.0,125034.564,227.078,Final Figures.
National,2013,November,Non-Metallic Minerals,Wollastonite,Tons,5847.0,16486.716,149.782,Final Figures.
National,2013,November,Non-Metallic Minerals,Celestite,Tons,1605.0,1103.718,65.021,Final Figures.
National,2013,November,Non-Metallic Minerals,Feldspar,Tons,13868.0,8026.923,37.353,Final Figures.
National,2013,November,Non-Metallic Minerals,Salt,Tons,783046.0,186725.932,106.673,Final Figures.
National,2013,November,Non-Metallic Minerals,Diatomite,Tons,6378.0,22071.72,59.544,Final Figures.
National,2013,November,Non-Metallic Minerals,Sodium Sulfate,Tons,53000.0,119519.028,102.913,Final Figures.
National,2013,November,Non-Metallic Minerals,Magnesium Sulfate,Tons,3564.0,9483.391,99.338,Final Figures.
National,2013,December,Precious Metals,Gold,Kilograms,8491.0,4337936.323,202.283,Final Figures.
National,2013,December,Precious Metals,Silver,Kilograms,426302.0,3507112.563,191.738,Final Figures.
National,2013,December,Non-Ferrous Industrial Metals,Lead,Tons,16766.0,465227.675,199.744,Final Figures.
National,2013,December,Non-Ferrous Industrial Metals,Copper,Tons,26559.0,2488621.845,118.646,Final Figures.
National,2013,December,Non-Ferrous Industrial Metals,Zinc,Tons,43126.0,1107553.901,130.252,Final Figures.
National,2013,December,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2013,December,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2013,December,Non-Ferrous Industrial Metals,Bismuth,Tons,61.0,6944.08,64.664,Final Figures.
National,2013,December,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2013,December,Non-Ferrous Industrial Metals,Cadmium,Tons,134.0,3401.043,103.742,Final Figures.
National,2013,December,Non-Ferrous Industrial Metals,Selenium,Tons,13.0,9538.408,371.429,Final Figures.
National,2013,December,Non-Ferrous Industrial Metals,Molybdenum,Tons,1190.0,328652.245,182.642,Final Figures.
National,2013,December,Steel Metals and Minerals,Non-Coking Coal,Tons,933929.0,369621.27,107.734,Final Figures.
National,2013,December,Steel Metals and Minerals,Coke,Tons,192771.0,977989.54,149.494,Final Figures.
National,2013,December,Steel Metals and Minerals,Iron Pellets,Tons,668075.0,669713.516,103.766,Final Figures.
National,2013,December,Steel Metals and Minerals,Manganese,Tons,19815.0,59287.644,139.946,Final Figures.
National,2013,December,Non-Metallic Minerals,Sulfur,Tons,91477.0,67294.064,105.438,Final Figures.
National,2013,December,Non-Metallic Minerals,Graphite,Tons,691.0,1842.512,114.871,Final Figures.
National,2013,December,Non-Metallic Minerals,Barite,Tons,8827.0,13024.026,75.624,Final Figures.
National,2013,December,Non-Metallic Minerals,Dolomite,Tons,711649.0,87680.138,692.045,Final Figures.
National,2013,December,Non-Metallic Minerals,Fluorite,Tons,100676.0,248145.903,114.226,Final Figures.
National,2013,December,Non-Metallic Minerals,Kaolin,Tons,31025.0,65025.265,437.526,Final Figures.
National,2013,December,Non-Metallic Minerals,Silica Sand,Tons,238758.0,119289.705,103.095,Final Figures.
National,2013,December,Non-Metallic Minerals,Gypsum,Tons,378312.0,39557.059,88.405,Final Figures.
National,2013,December,Non-Metallic Minerals,Phosphate Rock,Tons,199594.0,137557.59,247.151,Final Figures.
National,2013,December,Non-Metallic Minerals,Wollastonite,Tons,6593.0,17783.042,168.892,Final Figures.
National,2013,December,Non-Metallic Minerals,Celestite,Tons,3319.0,2273.538,134.459,Final Figures.
National,2013,December,Non-Metallic Minerals,Feldspar,Tons,13760.0,7971.457,37.062,Final Figures.
National,2013,December,Non-Metallic Minerals,Salt,Tons,874754.0,198331.225,119.167,Final Figures.
National,2013,December,Non-Metallic Minerals,Diatomite,Tons,5997.0,20417.29,55.987,Final Figures.
National,2013,December,Non-Metallic Minerals,Sodium Sulfate,Tons,52375.0,116862.557,101.699,Final Figures.
National,2013,December,Non-Metallic Minerals,Magnesium Sulfate,Tons,3832.0,10646.913,106.808,Final Figures.
National,2014,January,Precious Metals,Gold,Kilograms,7071.8,3737047.731,168.498,Final Figures.
National,2014,January,Precious Metals,Silver,Kilograms,383298.0,3235432.987,172.396,Final Figures.
National,2014,January,Non-Ferrous Industrial Metals,Lead,Tons,17504.0,496865.514,208.536,Final Figures.
National,2014,January,Non-Ferrous Industrial Metals,Copper,Tons,35038.0,3376382.974,156.52,Final Figures.
National,2014,January,Non-Ferrous Industrial Metals,Zinc,Tons,36723.0,988821.753,110.916,Final Figures.
National,2014,January,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2014,January,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2014,January,Non-Ferrous Industrial Metals,Bismuth,Tons,71.0,17658.11,75.265,Final Figures.
National,2014,January,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2014,January,Non-Ferrous Industrial Metals,Cadmium,Tons,131.0,3357.173,101.419,Final Figures.
National,2014,January,Non-Ferrous Industrial Metals,Selenium,Tons,10.0,7675.428,285.714,Final Figures.
National,2014,January,Non-Ferrous Industrial Metals,Molybdenum,Tons,1199.0,346338.419,184.178,Final Figures.
National,2014,January,Steel Metals and Minerals,Non-Coking Coal,Tons,1180213.0,470725.591,135.974,Final Figures.
National,2014,January,Steel Metals and Minerals,Coke,Tons,197562.0,984509.085,153.209,Final Figures.
National,2014,January,Steel Metals and Minerals,Iron Pellets,Tons,652353.0,847405.944,101.324,Final Figures.
National,2014,January,Steel Metals and Minerals,Manganese,Tons,21820.0,66581.368,154.107,Final Figures.
National,2014,January,Non-Metallic Minerals,Sulfur,Tons,87799.0,71290.586,101.199,Final Figures.
National,2014,January,Non-Metallic Minerals,Graphite,Tons,609.0,1596.342,101.093,Final Figures.
National,2014,January,Non-Metallic Minerals,Barite,Tons,9021.0,12958.405,77.286,Final Figures.
National,2014,January,Non-Metallic Minerals,Dolomite,Tons,680806.0,80502.586,662.052,Final Figures.
National,2014,January,Non-Metallic Minerals,Fluorite,Tons,89881.0,223526.407,101.978,Final Figures.
National,2014,January,Non-Metallic Minerals,Kaolin,Tons,19867.0,44105.793,280.172,Final Figures.
National,2014,January,Non-Metallic Minerals,Silica Sand,Tons,211089.0,104988.28,91.148,Final Figures.
National,2014,January,Non-Metallic Minerals,Gypsum,Tons,426251.0,46594.349,99.608,Final Figures.
National,2014,January,Non-Metallic Minerals,Phosphate Rock,Tons,172201.0,120691.031,207.018,Final Figures.
National,2014,January,Non-Metallic Minerals,Wollastonite,Tons,3540.0,9400.884,90.684,Final Figures.
National,2014,January,Non-Metallic Minerals,Celestite,Tons,5609.0,3931.915,227.231,Final Figures.
National,2014,January,Non-Metallic Minerals,Feldspar,Tons,13124.0,7599.636,35.349,Final Figures.
National,2014,January,Non-Metallic Minerals,Salt,Tons,751496.0,173513.663,102.375,Final Figures.
National,2014,January,Non-Metallic Minerals,Diatomite,Tons,7445.0,25636.85,69.506,Final Figures.
National,2014,January,Non-Metallic Minerals,Sodium Sulfate,Tons,53000.0,121667.065,102.913,Final Figures.
National,2014,January,Non-Metallic Minerals,Magnesium Sulfate,Tons,3101.0,8108.672,86.433,Final Figures.
National,2014,February,Precious Metals,Gold,Kilograms,7094.5,3938951.321,169.046,Final Figures.
National,2014,February,Precious Metals,Silver,Kilograms,398353.0,3547554.16,179.167,Final Figures.
National,2014,February,Non-Ferrous Industrial Metals,Lead,Tons,17034.0,477713.209,202.949,Final Figures.
National,2014,February,Non-Ferrous Industrial Metals,Copper,Tons,37051.0,3521246.427,165.517,Final Figures.
National,2014,February,Non-Ferrous Industrial Metals,Zinc,Tons,35878.0,970384.388,108.364,Final Figures.
National,2014,February,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2014,February,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2014,February,Non-Ferrous Industrial Metals,Bismuth,Tons,71.0,18683.374,75.265,Final Figures.
National,2014,February,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2014,February,Non-Ferrous Industrial Metals,Cadmium,Tons,115.0,2964.628,89.032,Final Figures.
National,2014,February,Non-Ferrous Industrial Metals,Selenium,Tons,10.0,7755.636,285.714,Final Figures.
National,2014,February,Non-Ferrous Industrial Metals,Molybdenum,Tons,1108.0,317986.649,170.2,Final Figures.
National,2014,February,Steel Metals and Minerals,Non-Coking Coal,Tons,1106962.0,450839.096,127.523,Final Figures.
National,2014,February,Steel Metals and Minerals,Coke,Tons,179598.0,847575.309,139.278,Final Figures.
National,2014,February,Steel Metals and Minerals,Iron Pellets,Tons,634674.0,824441.482,98.578,Final Figures.
National,2014,February,Steel Metals and Minerals,Manganese,Tons,6396.0,19446.964,45.173,Final Figures.
National,2014,February,Non-Metallic Minerals,Sulfur,Tons,84823.0,101398.372,97.769,Final Figures.
National,2014,February,Non-Metallic Minerals,Graphite,Tons,753.0,2056.858,124.997,Final Figures.
National,2014,February,Non-Metallic Minerals,Barite,Tons,8284.0,10590.34,70.972,Final Figures.
National,2014,February,Non-Metallic Minerals,Dolomite,Tons,683917.0,81268.489,665.077,Final Figures.
National,2014,February,Non-Metallic Minerals,Fluorite,Tons,90947.0,226702.859,103.188,Final Figures.
National,2014,February,Non-Metallic Minerals,Kaolin,Tons,20320.0,53848.163,286.56,Final Figures.
National,2014,February,Non-Metallic Minerals,Silica Sand,Tons,214249.0,102790.885,92.512,Final Figures.
National,2014,February,Non-Metallic Minerals,Gypsum,Tons,410952.0,47814.265,96.033,Final Figures.
National,2014,February,Non-Metallic Minerals,Phosphate Rock,Tons,167600.0,117974.31,200.94,Final Figures.
National,2014,February,Non-Metallic Minerals,Wollastonite,Tons,3709.0,9026.126,95.013,Final Figures.
National,2014,February,Non-Metallic Minerals,Celestite,Tons,3991.0,2954.685,161.683,Final Figures.
National,2014,February,Non-Metallic Minerals,Feldspar,Tons,13651.0,7993.261,36.769,Final Figures.
National,2014,February,Non-Metallic Minerals,Salt,Tons,849681.0,199112.546,115.751,Final Figures.
National,2014,February,Non-Metallic Minerals,Diatomite,Tons,6427.0,21952.37,60.002,Final Figures.
National,2014,February,Non-Metallic Minerals,Sodium Sulfate,Tons,49500.0,114665.216,96.117,Final Figures.
National,2014,February,Non-Metallic Minerals,Magnesium Sulfate,Tons,3200.0,8419.997,89.192,Final Figures.
National,2014,March,Precious Metals,Gold,Kilograms,9451.6,5360929.395,225.204,Final Figures.
National,2014,March,Precious Metals,Silver,Kilograms,411615.0,3619919.218,185.132,Final Figures.
National,2014,March,Non-Ferrous Industrial Metals,Lead,Tons,16708.0,453670.065,199.053,Final Figures.
National,2014,March,Non-Ferrous Industrial Metals,Copper,Tons,36733.0,3234112.193,164.096,Final Figures.
National,2014,March,Non-Ferrous Industrial Metals,Zinc,Tons,34530.0,918460.695,104.292,Final Figures.
National,2014,March,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2014,March,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2014,March,Non-Ferrous Industrial Metals,Bismuth,Tons,70.0,19791.182,74.205,Final Figures.
National,2014,March,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2014,March,Non-Ferrous Industrial Metals,Cadmium,Tons,86.0,2203.028,66.581,Final Figures.
National,2014,March,Non-Ferrous Industrial Metals,Selenium,Tons,13.0,9852.962,371.429,Final Figures.
National,2014,March,Non-Ferrous Industrial Metals,Molybdenum,Tons,1303.0,381568.19,200.154,Final Figures.
National,2014,March,Steel Metals and Minerals,Non-Coking Coal,Tons,1013792.0,418121.16,116.779,Final Figures.
National,2014,March,Steel Metals and Minerals,Coke,Tons,198222.0,925027.695,153.721,Final Figures.
National,2014,March,Steel Metals and Minerals,Iron Pellets,Tons,635424.0,825416.205,98.694,Final Figures.
National,2014,March,Steel Metals and Minerals,Manganese,Tons,21926.0,61145.796,154.856,Final Figures.
National,2014,March,Non-Metallic Minerals,Sulfur,Tons,88749.0,97613.885,102.294,Final Figures.
National,2014,March,Non-Metallic Minerals,Graphite,Tons,628.0,2101.172,104.247,Final Figures.
National,2014,March,Non-Metallic Minerals,Barite,Tons,11954.0,15485.869,102.415,Final Figures.
National,2014,March,Non-Metallic Minerals,Dolomite,Tons,797106.0,92334.368,775.148,Final Figures.
National,2014,March,Non-Metallic Minerals,Fluorite,Tons,92833.0,231113.602,105.328,Final Figures.
National,2014,March,Non-Metallic Minerals,Kaolin,Tons,30666.0,86113.041,432.464,Final Figures.
National,2014,March,Non-Metallic Minerals,Silica Sand,Tons,214020.0,102187.915,92.413,Final Figures.
National,2014,March,Non-Metallic Minerals,Gypsum,Tons,458807.0,52437.511,107.216,Final Figures.
National,2014,March,Non-Metallic Minerals,Phosphate Rock,Tons,170799.0,119691.84,203.974,Final Figures.
National,2014,March,Non-Metallic Minerals,Wollastonite,Tons,3455.0,8664.874,88.507,Final Figures.
National,2014,March,Non-Metallic Minerals,Celestite,Tons,6918.0,4887.276,280.261,Final Figures.
National,2014,March,Non-Metallic Minerals,Feldspar,Tons,13177.0,8023.383,35.492,Final Figures.
National,2014,March,Non-Metallic Minerals,Salt,Tons,793422.0,185517.139,108.087,Final Figures.
National,2014,March,Non-Metallic Minerals,Diatomite,Tons,6186.0,21660.1,57.752,Final Figures.
National,2014,March,Non-Metallic Minerals,Sodium Sulfate,Tons,55000.0,129489.855,106.796,Final Figures.
National,2014,March,Non-Metallic Minerals,Magnesium Sulfate,Tons,4450.0,11805.503,124.033,Final Figures.
National,2014,April,Precious Metals,Gold,Kilograms,7725.9,4215134.154,184.08,Final Figures.
National,2014,April,Precious Metals,Silver,Kilograms,384741.0,3190606.658,173.045,Final Figures.
National,2014,April,Non-Ferrous Industrial Metals,Lead,Tons,14453.0,394023.816,172.188,Final Figures.
National,2014,April,Non-Ferrous Industrial Metals,Copper,Tons,36936.0,3220106.883,165.003,Final Figures.
National,2014,April,Non-Ferrous Industrial Metals,Zinc,Tons,38058.0,1009976.258,114.948,Final Figures.
National,2014,April,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2014,April,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2014,April,Non-Ferrous Industrial Metals,Bismuth,Tons,70.0,20299.765,74.205,Final Figures.
National,2014,April,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2014,April,Non-Ferrous Industrial Metals,Cadmium,Tons,116.0,2941.123,89.806,Final Figures.
National,2014,April,Non-Ferrous Industrial Metals,Selenium,Tons,10.0,7536.2,285.714,Final Figures.
National,2014,April,Non-Ferrous Industrial Metals,Molybdenum,Tons,1396.0,487506.78,214.439,Final Figures.
National,2014,April,Steel Metals and Minerals,Non-Coking Coal,Tons,1086264.0,445194.274,125.137,Final Figures.
National,2014,April,Steel Metals and Minerals,Coke,Tons,188237.0,871361.811,145.978,Final Figures.
National,2014,April,Steel Metals and Minerals,Iron Pellets,Tons,685294.0,890196.273,106.44,Final Figures.
National,2014,April,Steel Metals and Minerals,Manganese,Tons,21547.0,56995.37,152.179,Final Figures.
National,2014,April,Non-Metallic Minerals,Sulfur,Tons,88770.0,70327.555,102.318,Final Figures.
National,2014,April,Non-Metallic Minerals,Graphite,Tons,490.0,1343.747,81.339,Final Figures.
National,2014,April,Non-Metallic Minerals,Barite,Tons,11106.0,14576.625,95.149,Final Figures.
National,2014,April,Non-Metallic Minerals,Dolomite,Tons,796224.0,97015.913,774.29,Final Figures.
National,2014,April,Non-Metallic Minerals,Fluorite,Tons,94315.0,232684.631,107.009,Final Figures.
National,2014,April,Non-Metallic Minerals,Kaolin,Tons,30378.0,85904.579,428.402,Final Figures.
National,2014,April,Non-Metallic Minerals,Silica Sand,Tons,208511.0,99390.521,90.035,Final Figures.
National,2014,April,Non-Metallic Minerals,Gypsum,Tons,401257.0,44151.11,93.767,Final Figures.
National,2014,April,Non-Metallic Minerals,Phosphate Rock,Tons,133586.0,92480.92,158.64,Final Figures.
National,2014,April,Non-Metallic Minerals,Wollastonite,Tons,4424.0,14803.885,113.329,Final Figures.
National,2014,April,Non-Metallic Minerals,Celestite,Tons,7051.0,4971.59,285.649,Final Figures.
National,2014,April,Non-Metallic Minerals,Feldspar,Tons,11773.0,6954.511,31.71,Final Figures.
National,2014,April,Non-Metallic Minerals,Salt,Tons,808387.0,185457.72,110.126,Final Figures.
National,2014,April,Non-Metallic Minerals,Diatomite,Tons,6753.0,23748.944,63.045,Final Figures.
National,2014,April,Non-Metallic Minerals,Sodium Sulfate,Tons,52500.0,122812.253,101.942,Final Figures.
National,2014,April,Non-Metallic Minerals,Magnesium Sulfate,Tons,4400.0,11583.695,122.64,Final Figures.
National,2014,May,Precious Metals,Gold,Kilograms,7712.2,4133499.302,183.747,Final Figures.
National,2014,May,Precious Metals,Silver,Kilograms,401060.0,3226159.232,180.385,Final Figures.
National,2014,May,Non-Ferrous Industrial Metals,Lead,Tons,16284.0,441755.274,194.001,Final Figures.
National,2014,May,Non-Ferrous Industrial Metals,Copper,Tons,39764.0,3540879.332,177.637,Final Figures.
National,2014,May,Non-Ferrous Industrial Metals,Zinc,Tons,38941.0,1037835.454,117.615,Final Figures.
National,2014,May,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2014,May,Non-Ferrous Industrial Metals,Arsenic,Tons,0.0,0.0,0.0,Final Figures.
National,2014,May,Non-Ferrous Industrial Metals,Bismuth,Tons,80.0,23003.212,84.806,Final Figures.
National,2014,May,Non-Ferrous Industrial Metals,Tin,Tons,0.0,0.0,0.0,Final Figures.
National,2014,May,Non-Ferrous Industrial Metals,Cadmium,Tons,135.0,3387.894,104.516,Final Figures.
National,2014,May,Non-Ferrous Industrial Metals,Selenium,Tons,9.0,6673.782,257.143,Final Figures.
National,2014,May,Non-Ferrous Industrial Metals,Molybdenum,Tons,1358.0,539087.357,208.602,Final Figures.
National,2014,May,Steel Metals and Minerals,Non-Coking Coal,Tons,1118493.0,399365.834,128.857,Final Figures.
National,2014,May,Steel Metals and Minerals,Coke,Tons,195362.0,899271.408,151.503,Final Figures.
